DATE,AWND,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,PSUN,SNOW,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WSF1,WSF2,WSF5,WSFG,WSFM
1946-09,,308,101,1,0,0,0,0,0,0,28,2,55,0,0,0.01,92,6,5,0.01,,0,68.5,76.9,60.1,,,,,,,,,,,
1946-10,,318,10,6,3,0,0,0,0,0,16,0,43,0,0,0.44,86,116,110,0.8,,0,61.6,71.2,52,,,,,,,,,,,
1946-11,,318,0,9,6,0,0,0,0,0,8,0,42,0,0,2.67,78,355,239,7.93,,0,56.7,66.3,47.1,,,,,,,,,,,
1946-12,,318,0,7,5,0,0,0,0,0,2,0,35,0,0,1.78,71,685,331,2.91,,0,54.3,62.8,45.9,,,,,,,,,,,
1947-01,,0,0,1,0,0,0,0,1,0,6,0,31,0,0,0.09,74,1109,424,0.09,,0,51.3,63.2,39.5,,,,,,,,,,,
1947-02,,0,0,2,1,0,0,0,0,0,9,0,42,0,0,0.4,80,1336,227,0.44,,0,56.9,66.5,47.3,,,,,,,,,,,
1947-03,,4,4,7,4,0,0,0,0,0,8,0,43,0,0,0.36,85,1537,200,1.02,,0,58.7,67.5,49.8,,,,,,,,,,,
1947-04,,29,24,2,1,0,0,0,0,0,7,2,44,0,0,0.18,90,1704,168,0.23,,0,60.2,68.9,51.6,,,,,,,,,,,
1947-05,,32,3,2,0,0,0,0,0,0,9,0,51,0,0,0.03,76,1804,100,0.04,,0,61.9,68.3,55.5,,,,,,,,,,,
1947-06,,52,19,0,0,0,0,0,0,0,26,0,53,0,0,0,77,1820,16,0,,0,65.1,71.8,58.5,,,,,,,,,,,
1947-07,,136,85,0,0,0,0,0,0,0,30,0,52,0,0,0,88,8,8,0,,0,67.5,77.1,57.9,,,,,,,,,,,
1947-08,,244,108,1,0,0,0,0,0,0,31,0,55,0,0,0.01,88,12,4,0.01,,0,68.4,76.3,60.4,,,,,,,,,,,
1947-09,,327,82,1,0,0,0,0,0,0,28,0,53,0,0,0.03,87,17,4,0.03,,0,67.6,75.4,59.8,,,,,,,,,,,
1947-10,,335,8,3,1,0,0,0,0,0,25,0,49,0,0,0.17,81,67,50,0.25,,0,63.5,72.4,54.7,,,,,,,,,,,
1947-11,,335,0,2,0,0,0,0,0,0,9,0,38,0,0,0.02,75,320,253,0.03,,0,56.6,67.3,45.9,,,,,,,,,,,
1947-12,,341,6,6,2,0,0,0,0,0,9,0,35,0,0,0.58,86,627,307,0.98,,0,55.3,66.6,44,,,,,,,,,,,
1948-01,,0,0,1,1,0,0,0,1,0,7,0,32,0,0,0.15,83,940,313,0.15,,0,54.9,65.8,44,,,,,,,,,,,
1948-02,,2,1,3,2,0,0,0,0,0,2,0,34,0,0,0.85,81,1301,361,1,,0,52.6,62.7,42.6,,,,,,,,,,,
1948-03,,2,0,7,6,0,0,0,0,0,3,0,40,0,0,0.7,73,1648,347,2.24,,0,53.8,62.8,44.8,,,,,,,,,,,
1948-04,,13,11,5,2,0,0,0,0,0,8,0,43,0,0,0.33,85,1841,193,0.63,,0,58.9,67.3,50.6,,,,,,,,,,,
1948-05,,15,2,0,0,0,0,0,0,0,9,0,46,0,0,0,77,1989,148,0,,0,60.3,68.3,52.3,,,,,,,,,,,
1948-06,,18,3,2,0,0,0,0,0,0,19,0,51,0,0,0.03,73,2043,54,0.04,,0,63.3,70,56.5,,,,,,,,,,,
1948-07,,50,32,0,0,0,0,0,0,0,29,0,52,0,0,0,79,9,9,0,,0,65.7,73.3,58.2,,,,,,,,,,,
1948-08,,85,35,0,0,0,0,0,0,0,31,0,51,0,0,0,82,17,8,0,,0,65.9,73,58.7,,,,,,,,,,,
1948-09,,136,51,0,0,0,0,0,0,0,26,0,47,0,0,0,88,49,31,0,,0,65.7,74,57.3,,,,,,,,,,,
1948-10,,146,9,2,0,0,0,0,0,0,13,0,49,0,0,0.02,83,130,81,0.03,,0,62.7,70.1,55.3,,,,,,,,,,,
1948-11,,147,2,0,0,0,0,0,0,0,20,0,40,0,0,0,80,300,170,0,,0,59.4,72.1,46.6,,,,,,,,,,,
1948-12,,147,0,7,5,0,0,0,0,0,3,0,35,0,0,0.71,79,679,379,2.22,,0,52.8,62.6,42.9,,,,,,,,,,,
1949-01,,0,0,10,6,0,0,0,3,0,0,0,27,0,0,0.71,69,1237,558,2.3,,0,47,55.7,38.2,,,,,,,,,,,
1949-02,,0,0,7,5,0,0,0,0,0,2,0,34,0,0,0.65,72,1619,382,1.55,,0,51.4,59.5,43.2,,,,,,,,,,,
1949-03,,0,0,9,4,0,0,0,0,0,0,0,42,0,0,0.51,65,1950,332,1.44,,0,54.3,62,46.7,,,,,,,,,,,
1949-04,,2,2,1,0,0,0,0,0,0,8,0,45,0,0,0.01,78,2093,143,0.01,,0,60.3,67.7,52.9,,,,,,,,,,,
1949-05,,15,13,5,2,0,0,0,0,0,11,0,48,0,0,0.2,84,2190,97,0.42,,0,62.3,69,55.5,,,,,,,,,,,
1949-06,,77,61,0,0,0,0,0,0,0,29,1,54,0,0,0,93,2193,2,0,,0,67,73.6,60.3,,,,,,,,,,,
1949-07,,151,74,0,0,0,0,0,0,0,29,0,59,0,0,0,77,1,1,0,,0,67.4,72.9,61.8,,,,,,,,,,,
1949-08,,258,108,0,0,0,0,0,0,0,31,1,56,0,0,0,90,3,2,0,,0,68.4,75.5,61.4,,,,,,,,,,,
1949-09,,341,83,1,0,0,0,0,0,0,29,1,53,0,0,0.01,92,9,6,0.01,,0,67.6,75.2,60,,,,,,,,,,,
1949-10,,367,26,0,0,0,0,0,0,0,18,1,45,0,0,0,91,107,98,0,,0,62.7,71.5,53.8,,,,,,,,,,,
1949-11,,436,68,3,2,0,0,0,0,0,14,3,43,0,0,0.91,92,229,122,1.46,,0,63.2,74.1,52.3,,,,,,,,,,,
1949-12,,436,0,6,5,0,0,0,0,0,3,0,35,0,0,1.03,79,594,366,2.21,,0,53.2,63,43.4,,,,,,,,,,,
1950-01,,0,0,8,5,0,0,0,0,0,0,0,33,0,0,1.07,68,1106,511,2.54,,0,48.5,56.7,40.3,,,,,,,,,,,
1950-02,,0,0,4,2,0,0,0,0,0,2,0,37,0,0,1.53,70,1425,319,2.04,,0,53.6,61.3,45.9,,,,,315,,,,,38.9,
1950-03,,3,3,1,1,0,0,0,0,0,3,0,41,0,0,0.47,85,1713,289,0.47,,0,55.8,64.4,47.2,,,,,270,,,,,46.1,
1950-04,,3,0,3,2,0,0,0,0,0,6,0,45,0,0,0.21,78,1872,158,0.41,,0,59.7,66.9,52.6,,,,,360,,,,,36,
1950-05,,3,0,0,0,0,0,0,0,0,3,0,46,0,0,0,77,2034,163,0,,0,59.7,65.7,53.8,,,,,270,,,,,36.9,
1950-06,,8,5,1,0,0,0,0,0,0,13,0,48,0,0,0.02,76,2104,69,0.02,,0,62.9,69.6,56,,,,,270,,,,,25.9,
1950-07,,125,117,2,0,0,0,0,0,0,31,0,59,0,0,0.02,80,0,0,0.03,,0,68.8,74.6,63,,,,,270,,,,,19.9,
1950-08,,162,37,0,0,0,0,0,0,0,29,0,55,0,0,0,80,11,11,0,,0,65.8,72.3,59.4,,,,,270,,,,,25.1,
1950-09,,205,43,2,1,0,0,0,0,0,25,0,54,0,0,0.1,87,23,12,0.11,,0,66,72.6,59.5,,,,,270,,,,,21.9,
1950-10,,253,48,1,1,0,0,0,0,0,22,2,51,0,0,0.12,97,72,49,0.12,,0,65,73.5,56.5,,,,,225,,,,,23,
1950-11,,301,48,6,1,0,0,0,0,0,11,3,43,0,0,0.75,94,230,158,0.95,,0,61.3,70.3,52.3,,,,,225,,,,,21.9,
1950-12,,304,3,1,0,0,0,0,0,0,12,0,40,0,0,0.01,84,418,189,0.01,,0,59,69.1,49,,,,,315,,,,,40,
1951-01,,5,5,7,6,0,0,0,0,0,5,0,38,0,0,0.99,86,764,345,2.82,,0,54,63.2,44.9,,,,,225,,,,,48.1,
1951-02,,5,0,5,2,0,0,0,0,0,3,0,38,0,0,0.48,73,1090,326,0.84,,0,53.3,62,44.7,,,,,270,,,,,38,
1951-03,,9,4,3,1,0,0,0,0,0,9,0,37,0,0,0.32,86,1346,256,0.38,,0,56.9,66.6,47.1,,,,,270,,,,,38,
1951-04,,9,0,5,3,0,0,0,0,0,0,0,44,0,0,0.48,68,1547,201,1.37,,0,58.3,64.1,52.5,,,,,270,,,,,53.9,
1951-05,,9,0,1,0,0,0,0,0,0,2,0,49,0,0,0.02,71,1691,144,0.02,,0,60.4,66.8,54,,,,,270,,,,,32,
1951-06,,20,11,0,0,0,0,0,0,0,13,0,55,0,0,0,82,1717,26,0,,0,64.5,70.1,58.9,,,,,225,,,,,21.9,
1951-07,,136,115,0,0,0,0,0,0,0,29,0,56,0,0,0,84,3,3,0,,0,68.6,74.8,62.4,,,,,270,,,,,23,
1951-08,,211,76,2,0,0,0,0,0,0,30,0,57,0,0,0.04,79,5,2,0.06,,0,67.4,73.3,61.5,,,,,135,,,,,23.9,
1951-09,,284,72,0,0,0,0,0,0,0,29,0,57,0,0,0,83,6,0,0,,0,67.4,73.8,61,,,,,270,,,,,23,
1951-10,,339,55,2,1,0,0,0,0,0,26,2,49,0,0,0.19,96,36,30,0.23,,0,65.8,74.9,56.7,,,,,270,,,,,38,
1951-11,,352,13,3,2,0,0,0,0,0,11,0,43,0,0,0.38,86,176,140,0.71,,0,60.8,70.5,51.1,,,,,360,,,,,19,
1951-12,,352,0,10,6,0,0,0,0,0,1,0,33,0,0,2.84,71,517,341,4.63,,0,54,62.7,45.3,,,,,270,,,,,45,
1952-01,,0,0,12,10,0,0,0,0,0,2,0,34,0,0,1.61,77,910,393,7.24,,0,52.3,61.1,43.6,,,,,135,,,,,38.9,
1952-02,,2,2,1,1,0,0,0,0,0,7,0,41,0,0,0.72,82,1148,238,0.72,,0,56.9,66.2,47.6,,,,,315,,,,,49,
1952-03,,9,7,11,6,0,0,0,0,0,4,0,38,0,0,1.75,87,1494,346,4.33,,0,54.1,62.3,45.9,,,,,270,,,,,62,
1952-04,,9,0,4,3,0,0,0,0,0,4,0,47,0,0,0.7,72,1696,202,1.21,,0,58.2,64.7,51.8,,,,,270,,,,,29.1,
1952-05,,11,1,0,0,0,0,0,0,0,14,0,51,0,0,0,77,1781,84,0,,0,62.3,69.2,55.5,,,,,270,,,,,30,
1952-06,,13,2,0,0,0,0,0,0,0,18,0,52,0,0,0,77,1845,65,0,,0,62.9,69.5,56.3,,,,,270,,,,,27.1,
1952-07,,67,55,0,0,0,0,0,0,0,22,0,55,0,0,0,81,33,33,0,,0,65.7,72.6,58.8,,,,,270,,,,,23.9,
1952-08,,169,101,0,0,0,0,0,0,0,30,0,58,0,0,0,87,34,1,0,,0,68.2,75.1,61.4,,,,,225,,,,,31.1,
1952-09,,271,102,1,0,0,0,0,0,0,27,0,53,0,0,0.06,87,51,18,0.06,,0,67.8,75.3,60.3,,,,,270,,,,,27.1,
1952-10,,278,7,0,0,0,0,0,0,0,14,0,52,0,0,0,76,112,60,0,,0,63.3,69.4,57.2,,,,,270,,,,,21.9,
1952-11,,295,16,8,4,0,0,0,0,0,7,0,42,0,0,1.43,89,333,222,2.76,,0,58.2,67.3,49,,,,,270,,,,,42.9,
1952-12,,299,4,8,6,0,0,0,0,0,6,0,39,0,0,0.7,83,639,305,2.28,,0,55.3,64.2,46.4,,,,,180,,,,,49,
1953-01,,13,13,4,3,0,0,0,0,0,16,0,42,0,0,0.5,86,844,205,1.13,,0,58.8,68.8,48.8,,,,,360,,,,,38.9,
1953-02,,19,6,2,0,0,0,0,0,0,11,0,36,0,0,0.09,86,1063,219,0.1,,0,57.4,69,45.9,,,,,360,,,,,57,
1953-03,,21,2,3,2,0,0,0,0,0,5,0,38,0,0,0.28,80,1332,269,0.44,,0,56.4,65.3,47.4,,,,,270,,,,,42.1,
1953-04,,21,0,5,2,0,0,0,0,0,0,0,43,0,0,0.87,67,1566,234,1.78,,0,57.2,63.5,50.9,,,,,270,,,,,40,
1953-05,,56,34,0,0,0,0,0,0,0,10,1,49,0,0,0,94,1694,127,0,,0,62,70.8,53.2,,,,,360,,,,,45,
1953-06,,70,14,0,0,0,0,0,0,0,22,0,51,0,0,0,78,1736,42,0,,0,64.1,71.1,57.1,,,,,270,,,,,23.9,
1953-07,,238,168,1,0,0,0,0,0,0,31,0,57,0,0,0.02,89,1,1,0.02,,0,70.4,77.4,63.3,,,,,270,,,,,23,
1953-08,,293,55,0,0,0,0,0,0,0,30,0,57,0,0,0,76,1,0,0,,0,66.8,73.2,60.3,,,,,270,,,,,25.9,
1953-09,,334,41,0,0,0,0,0,0,0,19,0,54,0,0,0,82,34,32,0,,0,65.3,72.2,58.4,,,,,270,,,,,23.9,
1953-10,,407,73,0,0,0,0,0,0,0,19,3,48,0,0,0,101,101,67,0,,0,65.2,75.5,54.9,,,,,360,,,,,42.1,
1953-11,,429,22,3,2,0,0,0,0,0,15,1,42,0,0,1.05,90,232,132,1.23,,0,61.3,70.8,51.9,,,,,360,,,,,55,
1953-12,,434,5,1,0,0,0,0,0,0,10,0,36,0,0,0.06,86,496,264,0.06,,0,56.7,68,45.3,,,,,360,,,,,45,
1954-01,,0,0,9,8,0,0,0,0,0,2,0,40,0,0,1.37,86,853,357,4.78,,0,53.5,62,45,,,,,135,,,,,42.9,
1954-02,,31,31,3,1,0,0,0,0,0,13,2,43,0,0,3.28,91,1003,150,3.36,,0,60.8,71.6,49.9,,,,,180,,,,,42.1,
1954-03,,31,0,9,8,0,0,0,0,0,2,0,42,0,0,0.79,70,1290,287,2.6,,0,55.7,63,48.4,,,,,180,,,,,45,
1954-04,,31,0,2,0,0,0,0,0,0,0,0,45,0,0,0.09,69,1471,180,0.11,,0,59,64.7,53.3,,,,,270,,,,,45,
1954-05,,31,0,2,0,0,0,0,0,0,7,0,50,0,0,0.01,77,1577,107,0.02,,0,61.6,67.6,55.5,,,,,270,,,,,23.9,
1954-06,,55,23,1,0,0,0,0,0,0,24,0,52,0,0,0.01,77,1601,23,0.01,,0,65,71.3,58.7,,,,,270,,,,,32,
1954-07,,267,212,1,0,0,0,0,0,0,31,0,60,0,0,0.01,87,0,0,0.01,,0,71.8,78.8,64.9,,,,,270,,,,,29.1,
1954-08,,447,180,1,0,0,0,0,0,0,31,0,60,0,0,0.04,89,0,0,0.04,,0,70.8,77.4,64.2,,,,,270,,,,,23.9,
1954-09,,537,90,0,0,0,0,0,0,0,29,0,53,0,0,0,87,4,4,0,,0,67.8,75.8,59.8,,,,,270,,,,,21.9,
1954-10,,545,9,0,0,0,0,0,0,0,13,0,50,0,0,0,84,88,84,0,,0,62.6,70.6,54.5,,,,,270,,,,,23,
1954-11,,583,38,4,2,0,0,0,0,0,17,1,43,0,0,0.74,90,201,112,1.24,,0,62.5,72.6,52.5,,,,,45,,,,,40,
1954-12,,588,5,3,2,0,0,0,0,0,11,0,37,0,0,0.37,83,435,234,0.74,,0,57.6,68,47.2,,,,,270,,,,,36,
1955-01,,0,0,10,7,0,0,0,0,0,4,0,37,0,0,0.98,80,840,405,4.13,,0,51.9,61.1,42.8,,,,,315,,,,,42.5,
1955-02,,0,0,4,4,0,0,0,0,0,8,0,38,0,0,0.31,81,1115,274,0.88,,0,55.2,65.5,44.9,,,,,360,,,,,48.3,
1955-03,,7,7,2,1,0,0,0,0,0,9,0,42,0,0,0.14,87,1300,186,0.15,,0,59.2,68.9,49.5,,,,,360,,,,,35.6,
1955-04,,17,10,4,4,0,0,0,0,0,10,0,44,0,0,0.9,83,1494,194,2.2,,0,58.9,67.6,50.1,,,,,360,,,,,48.3,
1955-05,,25,7,4,2,0,0,0,0,0,4,0,48,0,0,0.3,87,1626,131,0.42,,0,61,67.6,54.4,,,,,270,,,,,28.9,
1955-06,,34,9,1,0,0,0,0,0,0,18,0,50,0,0,0.07,76,1668,42,0.07,,0,63.9,70.1,57.7,,,,,225,,,,,23,
1955-07,,105,71,1,0,0,0,0,0,0,31,0,53,0,0,0.01,79,4,4,0.01,,0,67.2,73.9,60.4,,,,,270,,,,,21.9,
1955-08,,276,170,0,0,0,0,0,0,0,31,1,58,0,0,0,98,4,0,0,,0,70.5,78.3,62.7,,,,,135,,,,,33.3,
1955-09,,450,174,0,0,0,0,0,0,0,26,4,55,0,0,0,108,17,13,0,,0,70.4,78.6,62.1,,,,,270,,,,,24.2,
1955-10,,463,13,0,0,0,0,0,0,0,8,0,52,0,0,0,88,118,101,0,,0,62.2,68.9,55.5,,,,,270,,,,,23,
1955-11,,472,8,5,4,0,0,0,0,0,12,0,44,0,0,0.65,83,291,173,1.35,,0,59.5,68.3,50.7,,,,,270,,,,,34.4,
1955-12,,472,0,8,5,0,0,0,0,0,4,0,40,0,0,0.3,78,583,292,0.94,,0,55.6,61.7,49.5,,,,,270,,,,,34.4,
1956-01,,0,0,7,5,0,0,0,0,0,2,0,41,0,0,4.56,75,906,322,8.07,,0,54.6,62.2,47,,,,,360,,,,,43.6,
1956-02,,0,0,3,1,0,0,0,0,0,0,0,37,0,0,0.39,68,1263,358,0.51,,0,52.7,61,44.4,,,,,360,,,,,39.1,
1956-03,,6,6,0,0,0,0,0,0,0,10,0,43,0,0,0,82,1461,198,0,,0,58.8,67.8,49.8,,,,,360,,,,,50.6,
1956-04,,6,0,8,5,0,0,0,0,0,3,0,43,0,0,1.11,73,1652,191,2.07,,0,58.6,65.1,52.2,,,,,315,,,,,49.4,
1956-05,,44,39,2,2,0,0,0,0,0,10,2,51,0,0,0.37,97,1753,101,0.56,,0,63,70.4,55.5,,,,,360,,,,,33.3,
1956-06,,95,51,0,0,0,0,0,0,0,28,0,55,0,0,0,88,1764,11,0,,0,66.3,73.7,58.9,,,,,270,,,,,30,
1956-07,,199,104,0,0,0,0,0,0,0,31,0,58,0,0,0,78,0,0,0,,0,68.4,74.8,61.9,,,,,270,,,,,23,
1956-08,,328,129,0,0,0,0,0,0,0,30,0,58,0,0,0,85,0,0,0,,0,69.2,76,62.3,,,,,270,,,,,23,
1956-09,,480,152,0,0,0,0,0,0,0,30,2,55,0,0,0,90,0,0,0,,0,70.1,79.4,60.8,,,,,225,,,,,26.4,
1956-10,,519,38,1,0,0,0,0,0,0,22,0,46,0,0,0.01,80,46,46,0.01,,0,64.7,72.2,57.3,,,,,360,,,,,46.1,
1956-11,,609,91,0,0,0,0,0,0,0,23,4,46,0,0,0,95,112,65,0,,0,65.8,78.8,52.9,,,,,360,,,,,40.3,
1956-12,,612,2,1,1,0,0,0,0,0,14,0,39,0,0,0.49,82,306,194,0.49,,0,58.8,70.4,47.2,,,,,360,,,,,46.1,
1957-01,,0,0,15,10,0,0,0,0,0,4,0,36,0,0,0.97,73,651,345,3.88,,0,53.9,61.1,46.6,,,,,90,,,,,35.6,
1957-02,,12,12,5,2,0,0,0,0,0,5,0,41,0,0,0.99,85,828,177,1.94,,0,59.1,65.8,52.4,,,,,158,,,,,34.4,
1957-03,,17,5,4,4,0,0,0,0,0,11,0,46,0,0,0.38,80,993,165,0.95,,0,59.8,67.7,52,,,,,360,,,,,51.7,
1957-04,,20,2,5,4,0,0,0,0,0,7,0,45,0,0,0.75,78,1145,152,1.33,,0,60,66.8,53.3,,,,,360,,,,,58.6,
1957-05,,24,4,7,0,0,0,0,0,0,16,0,52,0,0,0.08,75,1205,60,0.28,,0,63.2,69.9,56.5,,,,,270,,,,,41.4,
1957-06,,157,133,2,0,0,0,0,0,0,28,2,57,0,0,0.05,100,1205,0,0.06,,0,69.4,77,61.9,,,,,270,,,,,27.5,
1957-07,,384,226,1,0,0,0,0,0,0,31,1,62,0,0,0.03,93,0,0,0.03,,0,72.3,80.1,64.5,,,,,270,,,,,26.4,
1957-08,,623,239,0,0,0,0,0,0,0,31,0,59,0,0,0,86,0,0,0,,0,72.7,80.5,64.9,,,,,270,,,,,24.2,
1957-09,,741,118,0,0,0,0,0,0,0,30,0,57,0,0,0,82,0,0,0,,0,68.9,76.6,61.3,,,,,270,,,,,25.3,
1957-10,,794,53,7,2,0,0,0,0,0,27,0,53,0,0,0.59,87,19,18,1.28,,0,66.1,73.9,58.4,,,,,225,,,,,27.5,
1957-11,,797,3,3,1,0,0,0,0,0,9,0,42,0,0,0.32,80,170,151,0.46,,0,60.1,69.3,50.8,,,,,225,,,,,39.1,
1957-12,,805,8,5,5,0,0,0,0,0,16,0,45,0,0,1.05,85,311,141,2.1,,0,60.7,71,50.4,,,,,270,,,,,42.5,
1958-01,,6,6,5,4,0,0,0,0,0,12,0,44,0,0,0.84,87,493,182,1.49,,0,59.3,69.6,49,,,,,270,,,,,34.4,
1958-02,,9,3,7,5,0,0,0,0,0,4,0,48,0,0,3.49,78,632,139,6.26,,0,60.2,67.4,52.9,,,,,270,,,,,49.4,
1958-03,,9,0,16,6,0,0,0,0,0,2,0,44,0,0,2.3,73,853,221,5.25,,0,57.9,65.8,49.9,,,,,270,,,,,35.6,
1958-04,,69,61,6,4,0,0,0,0,0,22,0,47,0,0,0.67,87,928,75,2.04,,0,64.5,73.4,55.7,,,,,225,,,,,55.3,
1958-05,,116,46,1,0,0,0,0,0,0,30,0,54,0,0,0.01,79,933,5,0.01,,0,66.3,73.6,59.1,,,,,270,,,,,35.6,
1958-06,,232,116,0,0,0,0,0,0,0,30,0,58,0,0,0,81,933,0,0,,0,68.9,76.9,60.9,,,,,270,,,,,31.1,
1958-07,,386,155,0,0,0,0,0,0,0,31,0,59,0,0,0,84,0,0,0,,0,70,77.4,62.6,,,,,270,,,,,21.9,
1958-08,,645,259,1,0,0,0,0,0,0,31,0,64,0,0,0.02,87,0,0,0.02,,0,73.3,80.3,66.4,,,,,270,,,,,26.4,
1958-09,,877,232,1,0,0,0,0,0,0,30,2,58,0,0,0.03,91,0,0,0.03,,0,72.7,81.8,63.6,,,,,225,,,,,26.4,
1958-10,,1109,231,2,2,0,0,0,0,0,31,6,56,0,0,0.17,103,0,0,0.32,,0,72.5,81.8,63.2,,,,,135,,,,,23,
1958-11,,1143,34,0,0,0,0,0,0,0,26,0,41,0,0,0,83,67,67,0,,0,63.9,74.1,53.7,,,,,270,,,,,46.1,
1958-12,,1188,45,1,0,0,0,0,0,0,18,1,43,0,0,0.01,94,191,124,0.01,,0,62.4,73.2,51.6,,,,,225,,,,,21.9,
1959-01,,0,0,2,2,0,0,0,0,0,16,0,47,0,0,0.76,79,349,158,1.11,,0,59.9,69,50.8,,,,,180,,,,,46.1,
1959-02,,0,0,11,6,0,0,0,0,0,6,0,44,0,0,1.45,76,565,216,3.72,,0,57.3,66.1,48.5,,,,,135,,,,,40.3,
1959-03,,29,29,0,0,0,0,0,0,0,24,0,51,0,0,0,88,626,61,0,,0,64,74.1,53.9,,,,,315,,,,,39.1,
1959-04,,62,33,2,1,0,0,0,0,0,27,0,54,0,0,0.36,83,646,20,0.39,,0,65.4,73.1,57.7,,,,,270,,,,,27.5,
1959-05,,97,35,0,0,0,0,0,0,0,25,0,52,0,0,0,79,662,16,0,,0,65.6,72.9,58.4,,,,,270,,,,,41.4,
1959-06,,239,142,0,0,0,0,0,0,0,30,0,57,0,0,0,82,662,0,0,,0,69.7,77.1,62.3,,,,,270,,,,,28.9,
1959-07,,551,312,0,0,0,0,0,0,0,31,2,64,0,0,0,97,0,0,0,,0,75.1,82.7,67.4,,,,,270,,,,,21.9,
1959-08,,826,275,0,0,0,0,0,0,0,31,0,61,0,0,0,89,0,0,0,,0,73.9,81.3,66.5,,,,,270,,,,,23,
1959-09,,1059,233,2,0,0,0,0,0,0,30,1,60,0,0,0.03,103,0,0,0.04,,0,72.8,79.7,65.8,,,,,225,,,,,26.4,
1959-10,,1161,102,1,0,0,0,0,0,0,30,2,54,0,0,0.01,91,4,4,0.01,,0,68.2,75.6,60.8,,,,,360,,,,,33.3,
